epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1097.1,0.44832,0.29653,0.00382,0.96725,0.92664,0.98469,0.93148,0.34716,0.24124,0.00404,0.00048025,0.00048025,0.00048025
23,1147.13,0.44271,0.29729,0.00374,0.97041,0.95371,0.9885,0.94079,0.33289,0.20217,0.00383,0.0004555,0.0004555,0.0004555
24,1197.04,0.44412,0.27494,0.0037,0.96311,0.96735,0.99072,0.93827,0.34371,0.2077,0.00399,0.00043075,0.00043075,0.00043075
25,1246.71,0.44105,0.27983,0.00369,0.96816,0.96038,0.98998,0.92845,0.3512,0.20386,0.00411,0.000406,0.000406,0.000406
26,1296.46,0.42494,0.27982,0.00359,0.94214,0.96664,0.98842,0.93887,0.32579,0.20215,0.00377,0.00038125,0.00038125,0.00038125
27,1346.82,0.43658,0.27886,0.00365,0.96318,0.97237,0.99022,0.94339,0.3296,0.19223,0.00377,0.0003565,0.0003565,0.0003565
28,1397.52,0.43536,0.26486,0.00368,0.95951,0.97732,0.99143,0.94648,0.33341,0.18247,0.00385,0.00033175,0.00033175,0.00033175
29,1447.9,0.43316,0.25319,0.00363,0.95596,0.97216,0.98894,0.9399,0.33425,0.18983,0.00386,0.000307,0.000307,0.000307
30,1497.73,0.42248,0.24743,0.00355,0.95619,0.97308,0.98933,0.94023,0.32531,0.19352,0.00373,0.00028225,0.00028225,0.00028225
31,1544.78,0.34197,0.20203,0.00361,0.97501,0.95778,0.98959,0.9331,0.34743,0.19162,0.00411,0.0002575,0.0002575,0.0002575
32,1591.92,0.33586,0.18076,0.00366,0.97023,0.96901,0.98895,0.94596,0.31934,0.19722,0.00369,0.00023275,0.00023275,0.00023275
33,1638.84,0.33704,0.17689,0.0037,0.95087,0.96471,0.98863,0.94588,0.32114,0.20332,0.0037,0.000208,0.000208,0.000208
34,1685.51,0.33801,0.18045,0.00366,0.96912,0.96965,0.98951,0.94225,0.32377,0.18891,0.00372,0.00018325,0.00018325,0.00018325
35,1732.36,0.32684,0.16553,0.00358,0.96401,0.96661,0.99143,0.94214,0.33171,0.18366,0.00386,0.0001585,0.0001585,0.0001585
36,1779.21,0.32748,0.16465,0.00355,0.93473,0.97364,0.98828,0.94552,0.3179,0.19915,0.00367,0.00013375,0.00013375,0.00013375
37,1825.68,0.32107,0.16166,0.0035,0.9696,0.96245,0.99094,0.94778,0.31742,0.18297,0.00365,0.000109,0.000109,0.000109
38,1872.73,0.3193,0.16538,0.00343,0.97014,0.9659,0.99098,0.94961,0.31232,0.17983,0.00359,8.425e-05,8.425e-05,8.425e-05
39,1919.75,0.31228,0.1649,0.00332,0.95245,0.97962,0.98956,0.95175,0.30905,0.18383,0.00354,5.95e-05,5.95e-05,5.95e-05
40,1966.62,0.30812,0.1603,0.00327,0.95892,0.96941,0.98954,0.95183,0.3123,0.18242,0.00358,3.475e-05,3.475e-05,3.475e-05
