phase,model_key,family,initial_weights,training_seed,split_seed,epochs_completed,parameters,training_minutes,val_precision,val_recall,val_mAP50,val_mAP50_95,inference_ms_per_image,run_dir,last_weights,last_weights_sha256
screening,rtdetr_l,RTDETR,rtdetr-l.pt,42,42,40,32970476,71.94928690191666,0.9930482769468879,0.9938979786520571,0.9927014058434226,0.9578893133671292,15.441573917159985,/content/mediseg_pill_detection/confirmatory_extension/runs/screening_rtdetr_l_seed42,/content/mediseg_pill_detection/confirmatory_extension/runs/screening_rtdetr_l_seed42/weights/last.pt,cae9bb124a35a36e33d778ab6b5d006163d6e54e41d870bb66016c190ac14aec
screening,yolo26n,YOLO,yolo26n.pt,42,42,40,2572280,32.0213427483,0.9819919127586387,0.9712715346300311,0.9925997418999851,0.9540648686798884,2.0777691857178326,/content/mediseg_pill_detection/confirmatory_extension/runs/screening_yolo26n_seed42,/content/mediseg_pill_detection/confirmatory_extension/runs/screening_yolo26n_seed42/weights/last.pt,02254df2cc77dd2abea899924bf48ab21fe9fee946dfe785488473fc5cefcb35
screening,yolo11n,YOLO,yolo11n.pt,42,42,40,2624080,26.12156256666667,0.9901643123226312,0.9932082159987461,0.9941073231305072,0.9529687665387235,1.3174399742690315,/content/mediseg_pill_detection/confirmatory_extension/runs/screening_yolo11n_seed42,/content/mediseg_pill_detection/confirmatory_extension/runs/screening_yolo11n_seed42/weights/last.pt,17f382169a1991d74d4f60ca8454e381527fd529b28f3ea76ee4f62d4dd8353b
